Geração,Iteração,Fitness
0,0,415.448
0,1,476.871
0,2,266.114
0,3,395.707
0,4,343.65
0,5,277.092
0,6,315.47
0,7,475.897
0,8,333.987
0,9,341.67
0,10,398.851
0,11,360.578
0,12,398.603
0,13,442.034
0,14,435.766
0,15,453.495
0,16,392.846
0,17,410.261
0,18,323.202
0,19,500.8
0,20,307.006
0,21,481.633
0,22,388.238
0,23,398.16
0,24,492.327
0,25,378.187
0,26,398.476
0,27,419.521
0,28,452.027
0,29,382.69
0,30,325.073
0,31,457.875
0,32,305.638
0,33,441.708
0,34,420.468
0,35,433.363
0,36,265.595
0,37,326.284
0,38,363.462
0,39,359.459
0,40,336.044
0,41,354.14
0,42,396.173
0,43,286.16
0,44,460.619
0,45,469.723
0,46,351.676
0,47,448.293
0,48,370.307
0,49,559.692
0,50,412.534
0,51,462.901
0,52,472.655
0,53,326.289
0,54,247.07
0,55,377.054
0,56,390.142
0,57,194.856
0,58,419.167
0,59,502.724
0,60,390.024
0,61,287.251
0,62,383.807
0,63,413.028
0,64,397.41
0,65,408.461
0,66,372.984
0,67,464.8
0,68,427.539
0,69,560.799
0,70,341.395
0,71,443.934
0,72,309.521
0,73,596.488
0,74,446.385
0,75,438.52
0,76,352.69
0,77,287.267
0,78,390.153
0,79,387.874
0,80,454.52
0,81,535.54
0,82,376.417
0,83,374.005
0,84,438.218
0,85,388.527
0,86,390.778
0,87,485.198
0,88,334.509
0,89,398.441
0,90,408.57
0,91,463.37
0,92,293.305
0,93,383.548
0,94,365.611
0,95,423.401
0,96,342.213
0,97,414.479
0,98,368.112
0,99,383.068
0,100,352.444
0,101,460.104
0,102,339.01
0,103,337.447
0,104,281.094
0,105,398.715
0,106,406.842
0,107,443.701
0,108,330.325
0,109,344.286
0,110,421.315
0,111,358.183
0,112,491.452
0,113,429.562
0,114,324.328
0,115,447.351
0,116,401.708
0,117,403.005
0,118,380.683
0,119,393.255
0,120,360.674
0,121,444.206
0,122,442.818
0,123,523.068
0,124,364.257
0,125,380.556
0,126,429.701
0,127,299.186
0,128,468.454
0,129,356.594
0,130,339.618
0,131,455.1
0,132,406.805
0,133,314.457
0,134,543.283
0,135,497.487
0,136,424.858
0,137,398.206
0,138,464.913
0,139,407.605
0,140,428.655
0,141,499.451
0,142,361.432
0,143,304.911
0,144,336.627
0,145,421.319
0,146,482.75
0,147,480.419
0,148,423.122
0,149,370.515
1,0,145.538
1,1,261.631
1,2,222.665
1,3,269.909
1,4,252.735
1,5,305.284
1,6,287.251
1,7,253.766
1,8,270.082
1,9,240.908
1,10,317.429
1,11,266.064
1,12,277.092
1,13,387.683
1,14,221.884
1,15,298.207
1,16,177.688
1,17,302.116
1,18,299.817
1,19,213.726
1,20,287.91
1,21,310.376
1,22,305.143
1,23,224.145
1,24,182.908
1,25,230.361
1,26,281.29
1,27,285.098
1,28,264.646
1,29,257.319
1,30,302.784
1,31,286.013
2,0,167.58
2,1,201.51
2,2,182.908
2,3,195.782
2,4,262.721
2,5,282.784
2,6,224.725
2,7,252.213
2,8,143.09
2,9,227.14
2,10,172.582
2,11,208.977
2,12,237.326
2,13,251.361
2,14,229.924
2,15,230.361
2,16,227.494
2,17,165.986
2,18,247.433
2,19,286.321
2,20,314.475
2,21,221.309
2,22,288.202
2,23,262.11
2,24,197.08
2,25,199.401
2,26,206.869
2,27,203.633
2,28,214.489
2,29,281.792
2,30,262.904
2,31,225.456
3,0,166.507
3,1,155.374
3,2,182.053
3,3,182.908
3,4,136.998
3,5,227.168
3,6,158.673
3,7,190.376
3,8,190.399
3,9,165.202
3,10,167.788
3,11,172.582
3,12,155.517
3,13,195.782
3,14,170.485
3,15,224.772
3,16,115.943
3,17,168.746
3,18,146.363
3,19,187.642
3,20,172.567
3,21,220.486
3,22,170.897
3,23,152.075
3,24,163.432
3,25,120.382
3,26,165.623
3,27,216.927
3,28,183.197
3,29,277.284
3,30,274.707
3,31,213.523
4,0,115.943
4,1,136.998
4,2,117.838
4,3,163.934
4,4,173.669
4,5,155.517
4,6,190.083
4,7,127.5
4,8,115.943,duplicate,
4,9,120.382
4,10,113.548
4,11,146.363
4,12,161.482
4,13,146.874
4,14,146.491
4,15,143.404
4,16,115.943,duplicate,
4,17,198.676
4,18,172.582
4,19,143.437
4,20,156.357
4,21,130.591
4,22,162.344
4,23,158.673
4,24,163.384
4,25,117.348
4,26,157.436
4,27,226.609
4,28,244.677
4,29,169.667
4,30,204.034
4,31,163.373
5,0,120.382
5,1,115.943
5,2,115.943,duplicate,
5,3,115.943,duplicate,
5,4,156.868
5,5,120.382,duplicate,
