Geração,Iteração,Fitness
25,7,502.201,duplicate,
25,8,502.201,duplicate,
25,9,502.201,duplicate,
25,10,502.201,duplicate,
25,11,502.201,duplicate,
25,12,502.201,duplicate,
25,13,502.201,duplicate,
25,14,502.201,duplicate,
25,15,502.201,duplicate,
25,16,502.201,duplicate,
25,17,502.201,duplicate,
25,18,502.201,duplicate,
25,19,502.201,duplicate,
25,20,502.201,duplicate,
25,21,502.201,duplicate,
25,22,502.201,duplicate,
25,23,502.201,duplicate,
25,24,526.25
25,25,528.869
25,26,523.711
25,27,509.04
25,28,544.862
25,29,515.295
25,30,541.116
25,31,542.238
26,0,502.201
26,1,502.201,duplicate,
26,2,502.201,duplicate,
26,3,502.201,duplicate,
26,4,502.201,duplicate,
26,5,502.201,duplicate,
26,6,502.201,duplicate,
26,7,502.201,duplicate,
26,8,502.201,duplicate,
26,9,502.201,duplicate,
26,10,502.201,duplicate,
26,11,502.201,duplicate,
26,12,502.201,duplicate,
26,13,502.201,duplicate,
26,14,502.201,duplicate,
26,15,502.201,duplicate,
26,16,502.201,duplicate,
26,17,502.201,duplicate,
26,18,502.201,duplicate,
26,19,502.201,duplicate,
26,20,502.201,duplicate,
26,21,502.201,duplicate,
26,22,502.201,duplicate,
26,23,502.201,duplicate,
26,24,552.077
26,25,520.561
26,26,523.326
26,27,554.45
26,28,539.747
26,29,532.15
26,30,527.133
26,31,526.51
27,0,502.201
27,1,502.201,duplicate,
27,2,502.201,duplicate,
27,3,502.201,duplicate,
27,4,502.201,duplicate,
27,5,502.201,duplicate,
27,6,502.201,duplicate,
27,7,502.201,duplicate,
27,8,502.201,duplicate,
27,9,502.201,duplicate,
27,10,502.201,duplicate,
27,11,502.201,duplicate,
27,12,502.201,duplicate,
27,13,502.201,duplicate,
27,14,502.201,duplicate,
27,15,502.201,duplicate,
27,16,502.201,duplicate,
27,17,502.201,duplicate,
27,18,502.201,duplicate,
27,19,502.201,duplicate,
27,20,502.201,duplicate,
27,21,502.201,duplicate,
27,22,502.201,duplicate,
27,23,502.201,duplicate,
27,24,529.94
27,25,515.465
27,26,534.638
27,27,530.254
27,28,539.592
27,29,561.97
27,30,521.957
27,31,526.045
28,0,502.201
28,1,502.201,duplicate,
28,2,502.201,duplicate,
28,3,502.201,duplicate,
28,4,502.201,duplicate,
28,5,502.201,duplicate,
28,6,502.201,duplicate,
28,7,502.201,duplicate,
28,8,502.201,duplicate,
28,9,502.201,duplicate,
28,10,502.201,duplicate,
28,11,502.201,duplicate,
28,12,502.201,duplicate,
28,13,502.201,duplicate,
28,14,502.201,duplicate,
28,15,502.201,duplicate,
28,16,502.201,duplicate,
28,17,502.201,duplicate,
28,18,502.201,duplicate,
28,19,502.201,duplicate,
28,20,502.201,duplicate,
28,21,502.201,duplicate,
28,22,502.201,duplicate,
28,23,502.201,duplicate,
28,24,556.11
28,25,546.67
28,26,526.089
28,27,524.216
28,28,539.369
28,29,545.128
28,30,527.516
28,31,564.386
29,0,502.201
29,1,502.201,duplicate,
29,2,502.201,duplicate,
29,3,502.201,duplicate,
29,4,502.201,duplicate,
29,5,502.201,duplicate,
29,6,502.201,duplicate,
29,7,502.201,duplicate,
29,8,502.201,duplicate,
29,9,502.201,duplicate,
29,10,502.201,duplicate,
29,11,502.201,duplicate,
29,12,502.201,duplicate,
29,13,502.201,duplicate,
29,14,502.201,duplicate,
29,15,502.201,duplicate,
29,16,502.201,duplicate,
29,17,502.201,duplicate,
29,18,502.201,duplicate,
29,19,502.201,duplicate,
29,20,502.201,duplicate,
29,21,502.201,duplicate,
29,22,502.201,duplicate,
29,23,502.201,duplicate,
29,24,551.19
29,25,520.719
29,26,529.457
29,27,520.942
29,28,522.067
29,29,535.218
29,30,501.676
29,31,522.896
30,0,502.201
30,1,502.201,duplicate,
30,2,502.201,duplicate,
30,3,502.201,duplicate,
30,4,502.201,duplicate,
30,5,502.201,duplicate,
30,6,502.201,duplicate,
30,7,502.201,duplicate,
30,8,501.676
30,9,502.201,duplicate,
30,10,502.201,duplicate,
30,11,502.201,duplicate,
30,12,502.201,duplicate,
30,13,502.201,duplicate,
30,14,502.201,duplicate,
30,15,502.201,duplicate,
30,16,502.201,duplicate,
30,17,502.201,duplicate,
30,18,502.201,duplicate,
30,19,502.201,duplicate,
30,20,502.201,duplicate,
30,21,502.201,duplicate,
30,22,502.201,duplicate,
30,23,501.676,duplicate,
30,24,507.622
30,25,527.751
30,26,530.745
30,27,533.511
30,28,528.247
30,29,519.279
30,30,525.142
30,31,550.762
31,0,501.676
31,1,502.201
31,2,502.201,duplicate,
31,3,502.201,duplicate,
31,4,502.201,duplicate,
31,5,502.201,duplicate,
31,6,502.201,duplicate,
31,7,501.676,duplicate,
31,8,501.676,duplicate,
31,9,501.676,duplicate,
31,10,502.201,duplicate,
31,11,502.201,duplicate,
31,12,502.201,duplicate,
31,13,502.201,duplicate,
31,14,502.201,duplicate,
31,15,501.676,duplicate,
31,16,501.676,duplicate,
31,17,492.845
31,18,502.201,duplicate,
31,19,502.201,duplicate,
31,20,502.201,duplicate,
31,21,502.201,duplicate,
31,22,502.201,duplicate,
31,23,502.201,duplicate,
31,24,531.562
31,25,501.676,duplicate,
31,26,539.952
