Geração,Iteração,Fitness
0,0,158.845
0,1,141.398
0,2,81.619
0,3,160.437
0,4,163.038
0,5,158.925
0,6,172.211
0,7,140.533
0,8,112.599
0,9,168.97
0,10,197.562
0,11,177.422
0,12,146.586
0,13,153.367
0,14,150.319
0,15,176.749
0,16,159.857
0,17,129.231
0,18,204.407
0,19,131.279
0,20,156.874
0,21,154.666
0,22,99.5784
0,23,147.762
0,24,203.856
0,25,184.673
0,26,185.845
0,27,144.107
0,28,152.844
0,29,105.879
0,30,155.401
0,31,138.095
0,32,175.237
0,33,148.328
0,34,110.064
0,35,182.891
0,36,180.954
0,37,158.617
0,38,141.856
0,39,151.505
0,40,215.05
0,41,179.223
0,42,103.477
0,43,161.601
0,44,124.558
0,45,152.047
0,46,110.571
0,47,185.558
0,48,161.952
0,49,120.622
0,50,174.167
0,51,193.853
0,52,157.809
0,53,145.278
0,54,193.833
0,55,160.417
0,56,178.82
0,57,234.656
0,58,140.005
0,59,117.896
0,60,162.143
0,61,143.687
0,62,133.642
0,63,186.022
0,64,141.45
0,65,160.57
0,66,164.279
0,67,182.501
0,68,153.398
0,69,124.951
0,70,198.776
0,71,136.522
0,72,173.46
0,73,172.054
0,74,128.927
0,75,111.428
0,76,179.893
0,77,138.535
0,78,179.985
0,79,187.988
0,80,167.765
0,81,142.064
0,82,125.648
0,83,153.941
0,84,167.476
0,85,188.574
0,86,129.204
0,87,173.518
0,88,162.656
0,89,140.062
0,90,149.154
0,91,151.496
0,92,177.106
0,93,183.244
0,94,175.09
0,95,126.87
0,96,179.654
0,97,120.854
0,98,168.618
0,99,153.258
0,100,174.176
0,101,126.79
0,102,154.746
0,103,134.488
0,104,127.759
0,105,169.462
0,106,146.291
0,107,176.873
0,108,150.443
0,109,156.708
0,110,164.504
0,111,182.561
0,112,146.07
0,113,183.274
0,114,135.355
0,115,149.567
0,116,154.915
0,117,134.596
0,118,87.5109
0,119,195.883
0,120,203.742
0,121,119.585
0,122,158.471
0,123,116.849
0,124,182.177
0,125,151.468
0,126,180.252
0,127,193.896
0,128,121.277
0,129,161.586
0,130,218.194
0,131,166.607
0,132,111.682
0,133,186.602
0,134,210.657
0,135,175.492
0,136,167.671
0,137,140.789
0,138,189.305
0,139,111.43
0,140,145.792
0,141,139.08
0,142,105.689
0,143,174.299
0,144,177.072
0,145,106.355
0,146,159.282
0,147,138.502
0,148,172.273
0,149,217.503
1,0,81.619
1,1,99.5784
1,2,74.5798
1,3,74.539
1,4,141.888
1,5,84.22
1,6,136.171
1,7,74.1549
1,8,87.5109
1,9,103.81
1,10,97.0311
1,11,103.477
1,12,105.689
1,13,128.489
1,14,120.349
1,15,144.53
1,16,36.1927
1,17,75.6508
1,18,0.99855

Generation: 1
Estrutura final encontrada, com diferença de volume = 0.99855
Resultados gravados com sucesso no arquivo 'resultados.txt'.
Tempo de execucao: 86 minutos
